product,game_variant,prize_tier,winning_rule,prize_value_vnd,details_json,source_url
bingo18,tabSelNumberInfo,Kết quả quay số có ít nhất hai số 6,Kết quả quay số có ít nhất hai số 6,7500073,"{""columns"":{""Giá trị trúng thưởng"":""75.000 ( Số lượng: 73 )"",""Xác định kết quả"":""Kết quả quay số có ít nhất hai số 6""},""row_index"":5,""table_index"":3}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171703
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10,Tổng kết quả ba lần quay số là 10,44000,"{""columns"":{""Giá trị trúng thưởng"":""44.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10""},""row_index"":7,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10,Tổng kết quả ba lần quay số là 10,4400049,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 49 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10""},""row_index"":7,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171718
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10,Tổng kết quả ba lần quay số là 10,4400098,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 98 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10""},""row_index"":7,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171727
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10,Tổng kết quả ba lần quay số là 10,44000254,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 254 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10""},""row_index"":7,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171729
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10,Tổng kết quả ba lần quay số là 10,44000380,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 380 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10""},""row_index"":7,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171712
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000,"{""columns"":{""Giá trị trúng thưởng"":""20.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,2000039,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 39 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171727
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,2000047,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 47 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171728
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,2000097,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 97 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171726
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000140,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 140 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171729
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000146,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 146 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171713
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000154,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 154 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171725
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000316,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 316 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171718
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 10 hoặc 11,Tổng kết quả ba lần quay số là 10 hoặc 11,20000356,"{""columns"":{""Giá trị trúng thưởng"":""20.000 ( Số lượng: 356 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 10 hoặc 11""},""row_index"":1,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171712
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 11,Tổng kết quả ba lần quay số là 11,44000,"{""columns"":{""Giá trị trúng thưởng"":""44.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 11""},""row_index"":8,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 11,Tổng kết quả ba lần quay số là 11,4400066,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 66 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 11""},""row_index"":8,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171728
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 11,Tổng kết quả ba lần quay số là 11,4400075,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 75 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 11""},""row_index"":8,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171726
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 11,Tổng kết quả ba lần quay số là 11,44000155,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 155 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 11""},""row_index"":8,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171725
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 11,Tổng kết quả ba lần quay số là 11,44000204,"{""columns"":{""Giá trị trúng thưởng"":""44.000 ( Số lượng: 204 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 11""},""row_index"":8,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171713
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12,Tổng kết quả ba lần quay số là 12,47000,"{""columns"":{""Giá trị trúng thưởng"":""47.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12""},""row_index"":9,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12,Tổng kết quả ba lần quay số là 12,4700083,"{""columns"":{""Giá trị trúng thưởng"":""47.000 ( Số lượng: 83 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12""},""row_index"":9,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171723
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12,Tổng kết quả ba lần quay số là 12,4700084,"{""columns"":{""Giá trị trúng thưởng"":""47.000 ( Số lượng: 84 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12""},""row_index"":9,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171705
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000,"{""columns"":{""Giá trị trúng thưởng"":""15.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000205,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 205 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171711
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000224,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 224 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171705
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000237,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 237 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171702
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000245,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 245 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171714
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000254,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 254 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171703
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000265,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 265 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171707
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000308,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 308 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171701
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000315,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 315 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171708
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000343,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 343 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171709
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000489,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 489 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171724
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 12 hoặc 18,Tổng kết quả ba lần quay số là 12 hoặc 18,15000548,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 548 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 12 hoặc 18""},""row_index"":2,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171723
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 13,Tổng kết quả ba lần quay số là 13,55000,"{""columns"":{""Giá trị trúng thưởng"":""55.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 13""},""row_index"":10,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 13,Tổng kết quả ba lần quay số là 13,55000102,"{""columns"":{""Giá trị trúng thưởng"":""55.000 ( Số lượng: 102 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 13""},""row_index"":10,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171704
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,80000,"{""columns"":{""Giá trị trúng thưởng"":""80.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,8000041,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 41 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171708
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,8000048,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 48 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171709
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,8000063,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 63 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171707
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,8000082,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 82 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171711
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,8000098,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 98 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171714
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,80000161,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 161 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171724
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 14,Tổng kết quả ba lần quay số là 14,80000191,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 191 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 14""},""row_index"":11,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171702
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 15,Tổng kết quả ba lần quay số là 15,120000,"{""columns"":{""Giá trị trúng thưởng"":""120.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 15""},""row_index"":12,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 16,Tổng kết quả ba lần quay số là 16,200000,"{""columns"":{""Giá trị trúng thưởng"":""200.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 16""},""row_index"":13,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 17,Tổng kết quả ba lần quay số là 17,400000,"{""columns"":{""Giá trị trúng thưởng"":""400.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 17""},""row_index"":14,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 18,Tổng kết quả ba lần quay số là 18,1200000,"{""columns"":{""Giá trị trúng thưởng"":""1.200.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 18""},""row_index"":15,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 18,Tổng kết quả ba lần quay số là 18,1200000126,"{""columns"":{""Giá trị trúng thưởng"":""1.200.000 ( Số lượng: 126 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 18""},""row_index"":15,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171703
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 18,Tổng kết quả ba lần quay số là 18,1200000153,"{""columns"":{""Giá trị trúng thưởng"":""1.200.000 ( Số lượng: 153 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 18""},""row_index"":15,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171701
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 3,Tổng kết quả ba lần quay số là 3,1200000,"{""columns"":{""Giá trị trúng thưởng"":""1.200.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 3""},""row_index"":0,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 3,Tổng kết quả ba lần quay số là 3,1200000114,"{""columns"":{""Giá trị trúng thưởng"":""1.200.000 ( Số lượng: 114 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 3""},""row_index"":0,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171710
