product,game_variant,prize_tier,winning_rule,prize_value_vnd,details_json,source_url
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 4,Tổng kết quả ba lần quay số là 4,400000,"{""columns"":{""Giá trị trúng thưởng"":""400.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 4""},""row_index"":1,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 5,Tổng kết quả ba lần quay số là 5,200000,"{""columns"":{""Giá trị trúng thưởng"":""200.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 5""},""row_index"":2,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 5,Tổng kết quả ba lần quay số là 5,200000366,"{""columns"":{""Giá trị trúng thưởng"":""200.000 ( Số lượng: 366 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 5""},""row_index"":2,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171706
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 6,Tổng kết quả ba lần quay số là 6,120000,"{""columns"":{""Giá trị trúng thưởng"":""120.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 6""},""row_index"":3,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171701
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 6,Tổng kết quả ba lần quay số là 6,120000114,"{""columns"":{""Giá trị trúng thưởng"":""120.000 ( Số lượng: 114 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 6""},""row_index"":3,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 7,Tổng kết quả ba lần quay số là 7,80000,"{""columns"":{""Giá trị trúng thưởng"":""80.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 7""},""row_index"":4,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 7,Tổng kết quả ba lần quay số là 7,80000150,"{""columns"":{""Giá trị trúng thưởng"":""80.000 ( Số lượng: 150 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 7""},""row_index"":4,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171721
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 8,Tổng kết quả ba lần quay số là 8,55000,"{""columns"":{""Giá trị trúng thưởng"":""55.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 8""},""row_index"":5,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 8,Tổng kết quả ba lần quay số là 8,5500028,"{""columns"":{""Giá trị trúng thưởng"":""55.000 ( Số lượng: 28 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 8""},""row_index"":5,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171717
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 8,Tổng kết quả ba lần quay số là 8,5500035,"{""columns"":{""Giá trị trúng thưởng"":""55.000 ( Số lượng: 35 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 8""},""row_index"":5,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171722
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 8,Tổng kết quả ba lần quay số là 8,5500091,"{""columns"":{""Giá trị trúng thưởng"":""55.000 ( Số lượng: 91 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 8""},""row_index"":5,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171715
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 9,Tổng kết quả ba lần quay số là 9,47000,"{""columns"":{""Giá trị trúng thưởng"":""47.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 9""},""row_index"":6,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 9,Tổng kết quả ba lần quay số là 9,4700033,"{""columns"":{""Giá trị trúng thưởng"":""47.000 ( Số lượng: 33 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 9""},""row_index"":6,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171719
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 9,Tổng kết quả ba lần quay số là 9,4700085,"{""columns"":{""Giá trị trúng thưởng"":""47.000 ( Số lượng: 85 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 9""},""row_index"":6,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171716
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số là 9,Tổng kết quả ba lần quay số là 9,47000108,"{""columns"":{""Giá trị trúng thưởng"":""47.000 ( Số lượng: 108 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số là 9""},""row_index"":6,""table_index"":5}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171720
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000,"{""columns"":{""Giá trị trúng thưởng"":""15.000"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171701
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,1500040,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 40 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171717
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000107,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 107 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000116,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 116 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171720
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000177,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 177 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171719
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000188,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 188 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171710
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000194,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 194 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171721
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000248,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 248 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171716
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000265,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 265 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171715
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000273,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 273 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171722
bingo18,tabSelNumberInfo,Tổng kết quả ba lần quay số từ 3 đến 9,Tổng kết quả ba lần quay số từ 3 đến 9,15000553,"{""columns"":{""Giá trị trúng thưởng"":""15.000 ( Số lượng: 553 )"",""Xác định kết quả"":""Tổng kết quả ba lần quay số từ 3 đến 9""},""row_index"":0,""table_index"":6}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171706
bingo18,table-result-info,Any Triple: Any three similar number,,200000,"{""columns"":{""Giá trị"":""200000"",""SL"":""0"",""Subject"":""Any Triple: Any three similar number""},""row_index"":30,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 1: At least two number 1,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 1: At least two number 1""},""row_index"":18,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 2: At least two number 2,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 2: At least two number 2""},""row_index"":19,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 3: At least two number 3,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 3: At least two number 3""},""row_index"":20,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 4: At least two number 4,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 4: At least two number 4""},""row_index"":21,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 5: At least two number 5,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 5: At least two number 5""},""row_index"":22,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Double 6: At least two number 6,,75000,"{""columns"":{""Giá trị"":""75000"",""SL"":""0"",""Subject"":""Double 6: At least two number 6""},""row_index"":23,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Even: Sum of results is 10 or 11,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Even: Sum of results is 10 or 11""},""row_index"":48,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,High: Sum of results from 12 to 18,,15000,"{""columns"":{""Giá trị"":""15000"",""SL"":""0"",""Subject"":""High: Sum of results from 12 to 18""},""row_index"":49,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Low: Sum of results from 3 to 9,,15000,"{""columns"":{""Giá trị"":""15000"",""SL"":""107"",""Subject"":""Low: Sum of results from 3 to 9""},""row_index"":47,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 1: One number 1,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""0"",""Subject"":""Number 1: One number 1""},""row_index"":2,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 1: Three number 1,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 1: Three number 1""},""row_index"":0,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 1: Two number 1,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 1: Two number 1""},""row_index"":1,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 2: One number 2,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""2"",""Subject"":""Number 2: One number 2""},""row_index"":5,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 2: Three number 2,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 2: Three number 2""},""row_index"":3,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 2: Two number 2,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 2: Two number 2""},""row_index"":4,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 3: One number 3,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""15"",""Subject"":""Number 3: One number 3""},""row_index"":8,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 3: Three number 3,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 3: Three number 3""},""row_index"":6,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 3: Two number 3,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 3: Two number 3""},""row_index"":7,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 4: One number 4,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""0"",""Subject"":""Number 4: One number 4""},""row_index"":11,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 4: Three number 4,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 4: Three number 4""},""row_index"":9,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 4: Two number 4,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 4: Two number 4""},""row_index"":10,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 5: One number 5,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""0"",""Subject"":""Number 5: One number 5""},""row_index"":14,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 5: Three number 5,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 5: Three number 5""},""row_index"":12,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 5: Two number 5,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 5: Two number 5""},""row_index"":13,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 6: One number 6,,12000,"{""columns"":{""Giá trị"":""12000"",""SL"":""0"",""Subject"":""Number 6: One number 6""},""row_index"":17,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 6: Three number 6,,30000,"{""columns"":{""Giá trị"":""30000"",""SL"":""0"",""Subject"":""Number 6: Three number 6""},""row_index"":15,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Number 6: Two number 6,,20000,"{""columns"":{""Giá trị"":""20000"",""SL"":""0"",""Subject"":""Number 6: Two number 6""},""row_index"":16,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 10: Sum of results is 10,,44000,"{""columns"":{""Giá trị"":""44000"",""SL"":""0"",""Subject"":""Sum 10: Sum of results is 10""},""row_index"":38,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 11: Sum of results is 11,,44000,"{""columns"":{""Giá trị"":""44000"",""SL"":""0"",""Subject"":""Sum 11: Sum of results is 11""},""row_index"":39,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 12: Sum of results is 12,,47000,"{""columns"":{""Giá trị"":""47000"",""SL"":""0"",""Subject"":""Sum 12: Sum of results is 12""},""row_index"":40,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 13: Sum of results is 13,,55000,"{""columns"":{""Giá trị"":""55000"",""SL"":""0"",""Subject"":""Sum 13: Sum of results is 13""},""row_index"":41,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 14: Sum of results is 14,,80000,"{""columns"":{""Giá trị"":""80000"",""SL"":""0"",""Subject"":""Sum 14: Sum of results is 14""},""row_index"":42,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
bingo18,table-result-info,Sum 15: Sum of results is 15,,120000,"{""columns"":{""Giá trị"":""120000"",""SL"":""0"",""Subject"":""Sum 15: Sum of results is 15""},""row_index"":43,""table_index"":0}",https://vietlott.vn/vi/trung-thuong/ket-qua-trung-thuong/view-detail-bingo18-result?nocatche=1&id=0171700
